,index,Feature,value_variancethres
310,718,T81492_,1.0000000000000002
311,717,X62899,1.0000000000000002
312,956,M25160,1.0000000000000002
313,958,T89115,1.0000000000000002
314,715,M14200_,1.0000000000000002
315,959,D50063,1.0000000000000002
316,961,R78927,1.0000000000000002
317,964,R46069,1.0000000000000002
318,712,T80178,1.0000000000000002
319,710,D49396,1.0000000000000002
320,970,X90529,1.0000000000000002
321,953,D31767,1.0000000000000002
322,972,T65740,1.0000000000000002
323,811,Z49269,1.0000000000000002
324,982,L07395,1.0000000000000002
325,701,D13138,1.0000000000000002
326,696,H19272,1.0000000000000002
327,695,U06088,1.0000000000000002
328,984,T40568,1.0000000000000002
329,990,M34192_,1.0000000000000002
330,994,X66362,1.0000000000000002
331,999,J00277,1.0000000000000002
332,720,T65380,1.0000000000000002
333,952,R37114,1.0000000000000002
334,913,L13939,1.0000000000000002
335,741,R70008,1.0000000000000002
336,747,X84700,1.0000000000000002
337,914,U28389,1.0000000000000002
338,746,X57347,1.0000000000000002
339,918,X14767,1.0000000000000002
340,919,J03161,1.0000000000000002
341,920,U24077,1.0000000000000002
342,921,T95291,1.0000000000000002
343,743,X53004,1.0000000000000002
344,922,X55177,1.0000000000000002
345,925,D17530,1.0000000000000002
346,740,T77446,1.0000000000000002
347,950,X17651,1.0000000000000002
348,928,M96233,1.0000000000000002
349,931,L38503,1.0000000000000002
350,932,H26965,1.0000000000000002
351,739,Z35093,1.0000000000000002
352,938,U29607,1.0000000000000002
353,945,M57732,1.0000000000000002
354,738,X12369,1.0000000000000002
355,947,H45299,1.0000000000000002
356,732,D00763,1.0000000000000002
357,721,H11272,1.0000000000000002
358,974,T85247,1.0000000000000002
359,0,H55933,1.0000000000000002
360,1166,T68098,1.0000000000000002
361,1167,U04953,1.0000000000000002
362,1701,H73714,1.0000000000000002
363,1705,H71627,1.0000000000000002
364,1712,R08829,1.0000000000000002
365,1714,T60860,1.0000000000000002
366,1715,D13636,1.0000000000000002
367,1716,H45251,1.0000000000000002
368,1717,M60335,1.0000000000000002
369,1718,L20469,1.0000000000000002
370,1719,H39830,1.0000000000000002
371,1727,R75893,1.0000000000000002
372,1728,R81170,1.0000000000000002
373,1729,X54942,1.0000000000000002
374,1732,X52008,1.0000000000000002
375,1733,H05695,1.0000000000000002
376,1735,H11125,1.0000000000000002
377,1738,X72632,1.0000000000000002
378,1739,M81651,1.0000000000000002
379,1740,H64526,1.0000000000000002
380,1741,X02874,1.0000000000000002
381,1744,R72104,1.0000000000000002
382,1745,X74795,1.0000000000000002
383,1748,R80779_,1.0000000000000002
384,1750,R40717_,1.0000000000000002
385,1754,R85558,1.0000000000000002
386,1757,H20819,1.0000000000000002
387,1759,R62438,1.0000000000000002
388,1763,T53549,1.0000000000000002
389,1764,L42110,1.0000000000000002
390,1766,H73943,1.0000000000000002
391,1699,R41765,1.0000000000000002
392,1697,U20998,1.0000000000000002
393,1696,L40392,1.0000000000000002
394,1647,T86749,1.0000000000000002
395,1600,U21914,1.0000000000000002
396,1605,X12876,1.0000000000000002
397,1607,L12723,1.0000000000000002
398,1611,X17097,1.0000000000000002
399,1613,T51539,1.0000000000000002
400,1615,D90086,1.0000000000000002
401,1617,H09781,1.0000000000000002
402,1633,T83368,1.0000000000000002
403,1637,R72164,1.0000000000000002
404,1640,K02268,1.0000000000000002
405,1643,R80427,1.0000000000000002
406,1644,X59131,1.0000000000000002
407,1645,L36818,1.0000000000000002
408,1648,M31994,1.0000000000000002
409,1690,H70868,1.0000000000000002
410,1649,R71585,1.0000000000000002
411,1650,U28686,1.0000000000000002
412,1657,H14341,1.0000000000000002
413,1669,H23975_,1.0000000000000002
414,1671,D42047,1.0000000000000002
415,1675,U03851,1.0000000000000002
416,1676,T47601,1.0000000000000002
417,1677,R96070,1.0000000000000002
418,1679,M31516_,1.0000000000000002
419,1680,U02082,1.0000000000000002
420,1686,T93317,1.0000000000000002
421,1687,T97473,1.0000000000000002
422,1688,H41147,1.0000000000000002
423,1773,R77220,1.0000000000000002
424,1774,T90350,1.0000000000000002
425,1780,R22816,1.0000000000000002
426,1939,M81840,1.0000000000000002
427,1893,X07767,1.0000000000000002
428,1897,X64229,1.0000000000000002
429,1898,U37673_,1.0000000000000002
430,1899,X56597,1.0000000000000002
431,1902,D43947,1.0000000000000002
432,1909,R45442,1.0000000000000002
433,1910,R59583,1.0000000000000002
434,1913,U26710,1.0000000000000002
435,1914,H87193,1.0000000000000002
436,1923,H64807,1.0000000000000002
437,1924,M25108,1.0000000000000002
438,1933,X76057,1.0000000000000002
439,1938,X70297,1.0000000000000002
440,1940,D90041,1.0000000000000002
441,1884,M85085,1.0000000000000002
442,1941,R67999,1.0000000000000002
443,1943,Z33642,1.0000000000000002
444,1946,R44112,1.0000000000000002
445,1947,X56411,1.0000000000000002
446,1951,T78323,1.0000000000000002
447,1955,X67325_,1.0000000000000002
448,1962,R62945,1.0000000000000002
449,1964,U05040,1.0000000000000002
450,1978,H20856,1.0000000000000002
451,1980,H62854,1.0000000000000002
452,1985,D14689,1.0000000000000002
453,1995,M33210,1.0000000000000002
454,1996,H18490,1.0000000000000002
455,1890,H29546,1.0000000000000002
456,1882,R44057,1.0000000000000002
457,1787,H62177,1.0000000000000002
458,1841,M87434,1.0000000000000002
459,1798,R41873,1.0000000000000002
460,1802,R73606,1.0000000000000002
461,1803,U18299,1.0000000000000002
462,1804,H82741,1.0000000000000002
463,1805,D26018,1.0000000000000002
464,1806,T55558_,1.0000000000000002
465,1815,R77794,1.0000000000000002
466,1817,H40699,1.0000000000000002
467,1819,L07032,1.0000000000000002
468,1824,T90668,1.0000000000000002
469,1830,L26050,1.0000000000000002
470,1833,U10868,1.0000000000000002
471,1840,R41561,1.0000000000000002
472,1842,H06524,1.0000000000000002
473,1879,R09502,1.0000000000000002
474,1843,R22953,1.0000000000000002
475,1847,H41528,1.0000000000000002
476,1848,V00520,1.0000000000000002
477,1850,X83299,1.0000000000000002
478,1852,M64673,1.0000000000000002
479,1856,U37690_,1.0000000000000002
480,1864,R67072,1.0000000000000002
481,1865,T67173,1.0000000000000002
482,1866,U32519,1.0000000000000002
483,1867,R71092,1.0000000000000002
484,1868,D26535,1.0000000000000002
485,1875,K03192_,1.0000000000000002
486,1876,U33849,1.0000000000000002
487,1596,T47383,1.0000000000000002
488,1594,H28111,1.0000000000000002
489,1592,U25165,1.0000000000000002
490,1320,X02761,1.0000000000000002
491,1276,X75535,1.0000000000000002
492,618,H89087,1.0000000000000002
493,1283,J04474,1.0000000000000002
494,1286,R67027,1.0000000000000002
495,1288,R62459,1.0000000000000002
496,1290,L06175,1.0000000000000002
497,1292,H23544,1.0000000000000002
498,1301,M62762,1.0000000000000002
499,1303,H73908,1.0000000000000002
500,1305,D17400,1.0000000000000002
501,1308,M65209,1.0000000000000002
502,1312,T84481,1.0000000000000002
503,1319,T47025,1.0000000000000002
504,1322,R43766,1.0000000000000002
505,1265,Z17240,1.0000000000000002
506,1324,T47377,1.0000000000000002
507,1326,T84082,1.0000000000000002
508,1327,R39209,1.0000000000000002
509,1331,L25616,1.0000000000000002
510,1332,X58521,1.0000000000000002
511,1336,H05978,1.0000000000000002
512,1342,X79981,1.0000000000000002
513,1346,X02157,1.0000000000000002
514,1357,U02081,1.0000000000000002
515,1358,U26648,1.0000000000000002
516,1363,X82634,1.0000000000000002
517,1375,H51524,1.0000000000000002
518,1380,R39209_,1.0000000000000002
519,1266,M28697,1.0000000000000002
520,1262,T40454,1.0000000000000002
521,1388,M32313,1.0000000000000002
522,1215,R61324,1.0000000000000002
523,1168,H71122,1.0000000000000002
524,1173,R60906,1.0000000000000002
525,1175,T60437,1.0000000000000002
526,1176,U07802,1.0000000000000002
527,1177,J03143,1.0000000000000002
528,1179,T90851,1.0000000000000002
529,1185,H40269,1.0000000000000002
530,1186,M37583,1.0000000000000002
531,1191,U35116,1.0000000000000002
532,1192,T65792,1.0000000000000002
533,1194,H04802,1.0000000000000002
534,1202,M31776,1.0000000000000002
535,1209,R55310,1.0000000000000002
536,1219,T83361,1.0000000000000002
537,1260,J03490,1.0000000000000002
538,1221,U20582,1.0000000000000002
539,1229,X69910,1.0000000000000002
540,1233,R19361,1.0000000000000002
541,1235,U03090,1.0000000000000002
542,1236,T79473,1.0000000000000002
543,1238,L37112,1.0000000000000002
544,1241,D26600,1.0000000000000002
545,1243,X53461,1.0000000000000002
546,1244,H81802,1.0000000000000002
547,1247,D43950,1.0000000000000002
548,1248,M59371,1.0000000000000002
549,1254,T71574,1.0000000000000002
550,1258,R46739,1.0000000000000002
551,1382,H02540,1.0000000000000002
552,1389,M77698,1.0000000000000002
553,1591,T58645,1.0000000000000002
554,1547,T40578,1.0000000000000002
555,1501,R46362,1.0000000000000002
556,1506,U27337,1.0000000000000002
557,1509,X74262,1.0000000000000002
558,1510,Z25521,1.0000000000000002
559,1511,H18451,1.0000000000000002
560,1528,T66960,1.0000000000000002
561,1531,M22538,1.0000000000000002
562,1532,H63361,1.0000000000000002
563,1535,T67406,1.0000000000000002
564,1539,L19760,1.0000000000000002
565,1541,X53179,1.0000000000000002
566,1542,U27328,1.0000000000000002
567,1546,R71875,1.0000000000000002
568,1548,H11084,1.0000000000000002
569,1493,X86693,1.0000000000000002
570,1552,H08637,1.0000000000000002
571,1554,L38929,1.0000000000000002
572,1558,M28373,1.0000000000000002
573,1567,D14695,1.0000000000000002
574,1568,D14663,1.0000000000000002
575,1570,X58401,1.0000000000000002
576,1573,L21993,1.0000000000000002
577,1577,T78624,1.0000000000000002
578,1581,X63629,1.0000000000000002
579,1584,D13639,1.0000000000000002
580,1586,H62531,1.0000000000000002
581,1587,R60591,1.0000000000000002
582,1590,L14076,1.0000000000000002
583,1495,R35665,1.0000000000000002
584,1491,T47778,1.0000000000000002
585,1390,U18422,1.0000000000000002
586,1441,M34175__,1.0000000000000002
587,1395,H42127,1.0000000000000002
588,1396,R39599,1.0000000000000002
589,1398,Z26317,1.0000000000000002
590,1401,M38690,1.0000000000000002
591,1402,Z29505,1.0000000000000002
592,1406,X86809,1.0000000000000002
593,1414,X12548,1.0000000000000002
594,1422,J02854,1.0000000000000002
595,1426,H56077,1.0000000000000002
596,1433,R85479,1.0000000000000002
597,1437,D26069,1.0000000000000002
598,1438,H69695,1.0000000000000002
599,1440,X07948,1.0000000000000002
600,1442,T50500,1.0000000000000002
601,1487,M59819,1.0000000000000002
602,1449,J04977,1.0000000000000002
603,1453,M29550,1.0000000000000002
604,1455,Z15115,1.0000000000000002
605,1458,T40637,1.0000000000000002
606,1459,H82100,1.0000000000000002
607,1461,R51644,1.0000000000000002
608,1463,M18216,1.0000000000000002
609,1464,L32977,1.0000000000000002
610,1469,L33930,1.0000000000000002
611,1470,D10522_,1.0000000000000002
612,1472,R54097,1.0000000000000002
613,1478,X57019,1.0000000000000002
614,1479,M64231,1.0000000000000002
615,1279,X16354,1.0000000000000002
616,1999,T49647,1.0000000000000002
617,294,X15183,1.0000000000000002
618,271,X05196,1.0000000000000002
619,277,R83904,1.0000000000000002
620,275,T53694,1.0000000000000002
621,496,L08187,1.0000000000000002
622,497,U20158,1.0000000000000002
623,273,X82456,1.0000000000000002
624,84,T68848,1.0000000000000002
625,270,D14520,1.0000000000000002
626,28,R02593_,1.0000000000000002
627,267,T62633,1.0000000000000002
628,27,T63484,1.0000000000000002
629,86,M94345,1.0000000000000002
630,26,H86060,1.0000000000000002
631,263,M26252,1.0000000000000002
632,89,U09873,1.0000000000000002
633,83,T56674,1.0000000000000002
634,492,R87126,1.0000000000000002
635,509,D90188,1.0000000000000002
636,481,D00761,1.0000000000000002
637,471,R53036,1.0000000000000002
638,75,H13281,1.0000000000000002
639,474,H39654,1.0000000000000002
640,298,T55248,1.0000000000000002
641,616,H67764,1.0000000000000002
642,480,H56686,1.0000000000000002
643,482,H23975,1.0000000000000002
644,279,J05272,1.0000000000000002
645,290,T49838,1.0000000000000002
646,289,R52271,1.0000000000000002
647,287,T48102,1.0000000000000002
648,285,H64489,1.0000000000000002
649,284,T99498,1.0000000000000002
650,488,X72727,1.0000000000000002
651,257,M16937,1.0000000000000002
652,510,H09599,1.0000000000000002
653,304,Z11584,1.0000000000000002
654,97,H13194,1.0000000000000002
655,236,T50334_,1.0000000000000002
656,530,M24470,1.0000000000000002
657,531,H29170,1.0000000000000002
658,229,H20505,1.0000000000000002
659,96,H85596,1.0000000000000002
660,534,R59097,1.0000000000000002
661,538,H65182,1.0000000000000002
662,239,T40507,1.0000000000000002
663,540,X78706,1.0000000000000002
664,14,U14971,1.0000000000000002
665,543,R27813,1.0000000000000002
666,220,X53743,1.0000000000000002
667,544,R01221,1.0000000000000002
668,218,X75861,1.0000000000000002
669,16,L28809,1.0000000000000002
670,93,M11354,1.0000000000000002
671,255,X69878,1.0000000000000002
672,19,T49423,1.0000000000000002
673,23,T59954,1.0000000000000002
674,514,T56604,1.0000000000000002
675,515,M59807,1.0000000000000002
676,91,H64398,1.0000000000000002
677,22,R22197,1.0000000000000002
678,250,U37012,1.0000000000000002
679,517,M23410,1.0000000000000002
680,524,U20659,1.0000000000000002
681,249,U20982,1.0000000000000002
682,518,M60484,1.0000000000000002
683,519,T95048,1.0000000000000002
684,521,T88902,1.0000000000000002
685,243,T70063,1.0000000000000002
686,242,R82938,1.0000000000000002
687,469,R59902,1.0000000000000002
688,306,Z11692,1.0000000000000002
689,215,L26339,1.0000000000000002
690,63,M14630,1.0000000000000002
691,418,R44418,1.0000000000000002
692,370,H69869,1.0000000000000002
693,427,U27143,1.0000000000000002
694,365,X04500,1.0000000000000002
695,362,T96942,1.0000000000000002
696,428,T72403,1.0000000000000002
697,359,L09604,1.0000000000000002
698,373,T70197,1.0000000000000002
699,358,M83751,1.0000000000000002
700,45,T61602,1.0000000000000002
701,44,R36455,1.0000000000000002
702,43,T88723,1.0000000000000002
703,64,T63499,1.0000000000000002
704,431,J02902,1.0000000000000002
705,371,R42374,1.0000000000000002
706,374,R49169,1.0000000000000002
707,354,M30474,1.0000000000000002
708,406,H47646,1.0000000000000002
709,398,U30825,1.0000000000000002
710,399,R70016,1.0000000000000002
711,401,R56070,1.0000000000000002
712,402,M21339,1.0000000000000002
713,404,R38636,1.0000000000000002
714,394,R80966,1.0000000000000002
715,392,R51749,1.0000000000000002
716,383,T56940,1.0000000000000002
717,54,H24754,1.0000000000000002
718,391,R54317,1.0000000000000002
719,57,T51560,1.0000000000000002
720,387,L20492,1.0000000000000002
721,385,T54341,1.0000000000000002
722,384,D13634,1.0000000000000002
723,355,H22579,1.0000000000000002
724,353,R70030,1.0000000000000002
725,308,T70331,1.0000000000000002
726,455,J03544,1.0000000000000002
727,449,H05070,1.0000000000000002
728,324,Z46389,1.0000000000000002
729,323,R85616,1.0000000000000002
730,453,H02630,1.0000000000000002
731,38,control1,1.0000000000000002
732,37,T63258,1.0000000000000002
733,456,H22939,1.0000000000000002
734,331,T72582,1.0000000000000002
735,459,X03068,1.0000000000000002
736,72,H43908,1.0000000000000002
737,317,T65580,1.0000000000000002
738,315,U26401,1.0000000000000002
739,313,D14696,1.0000000000000002
740,310,H82820,1.0000000000000002
741,448,R61359,1.0000000000000002
742,39,control2,1.0000000000000002
743,65,T71025,1.0000000000000002
744,346,T52642,1.0000000000000002
745,351,M61858,1.0000000000000002
746,349,D26129,1.0000000000000002
747,348,X03674,1.0000000000000002
748,41,control,1.0000000000000002
749,66,T51534,1.0000000000000002
750,347,U05681,1.0000000000000002
751,342,Y00345,1.0000000000000002
752,333,H65823,1.0000000000000002
753,442,M96326,1.0000000000000002
754,40,control3,1.0000000000000002
755,68,H68220,1.0000000000000002
756,443,T59878,1.0000000000000002
757,69,T61661_,1.0000000000000002
758,334,R54837,1.0000000000000002
759,545,R49565,1.0000000000000002
760,56,T93094,1.0000000000000002
761,581,H51015,1.0000000000000002
762,195,R43309,1.0000000000000002
763,178,D13705,1.0000000000000002
764,590,H27921,1.0000000000000002
765,108,T56934,1.0000000000000002
766,175,R24425,1.0000000000000002
767,199,T61338,1.0000000000000002
768,174,T94579,1.0000000000000002
769,588,D31883_,1.0000000000000002
770,564,M64098,1.0000000000000002
771,578,J04794,1.0000000000000002
772,205,L16510,1.0000000000000002
773,12,X63432,1.0000000000000002
774,206,R21547,1.0000000000000002
775,173,R07333,1.0000000000000002
776,144,H48072,1.0000000000000002
777,602,R54818,1.0000000000000002
778,561,T51499,1.0000000000000002
779,104,T72879,1.0000000000000002
780,126,T51529,1.0000000000000002
781,5,R02593,1.0000000000000002
782,143,X69723,1.0000000000000002
783,592,R72374,1.0000000000000002
784,159,H43908__,1.0000000000000002
785,109,T61446,1.0000000000000002
786,9,T55131,1.0000000000000002
787,184,T55558,1.0000000000000002
788,185,L38810,1.0000000000000002
789,574,T50077,1.0000000000000002
790,158,H88360,1.0000000000000002
791,157,R37276,1.0000000000000002
792,187,T63133,1.0000000000000002
