,index,Feature,value_MI
332,1230,H49870,0.0785160038331831345
333,584,M63509,0.0784085270722307826
334,1954,R35903,0.0783862375338120199
335,1441,M34175__,0.0783410318434452080
336,919,J03161,0.0782080953396657730
337,378,M74903,0.0781638568678830747
338,84,T68848,0.0780488285270484194
339,1746,M59371_,0.0776609995101869011
340,342,Y00345,0.0772232809984645385
341,129,R85464,0.0771861607288968354
342,603,M97370,0.0770395779210235609
343,1945,L38951,0.0766155395937591077
344,1869,H55916,0.0766069907948878637
345,1290,L06175,0.0765895798903801772
346,124,U12255_,0.0764041246646023353
347,1327,R39209,0.0763948691828415516
348,837,T63496,0.0762709021523475528
349,66,T51534,0.0761744658866814195
350,542,K02566_,0.0760261200527267977
351,392,R51749,0.0758845294368775125
352,1980,H62854,0.0758223363812011719
353,29,M11799,0.0757358860931378608
354,876,H85361,0.0756399132055445289
355,558,T48014,0.0755577745229609743
356,225,M22806,0.0754425796209892141
357,1306,H42927,0.0753856762671216707
358,1061,Y00097,0.0753662173673319558
359,449,H05070,0.0753547286673883487
360,993,T51858,0.0753156745842167297
361,1001,R08183,0.0752963548779899128
362,1008,X86018,0.0750571915839230996
363,59,R01182,0.0750198103177641684
364,1587,R60591,0.0746805056734312078
365,1498,D42046,0.0745288270231756478
366,579,U37673,0.0744645991363672710
367,1800,M85079,0.0744459797629091202
368,2,R39465_,0.0740220309518635489
369,1366,R44052,0.0739987659499459216
370,1679,M31516_,0.0739748940807227751
371,1735,H11125,0.0736887396911529713
372,240,M36981,0.0734126285778802234
373,725,M22490,0.0732855603056503657
374,1255,U22055,0.0732671406808440562
375,435,T78489,0.0731584854513462890
376,1241,D26600,0.0728333003276493418
377,1172,M55543,0.0726147017219538338
378,618,H89087,0.0725144021247501325
379,1674,D00596,0.0724641130633005837
380,165,T52342_,0.0723505219704825286
381,412,H25136,0.0722938996365705133
382,1312,T84481,0.0721800557227914030
383,439,M94556,0.0719343655287894013
384,192,H45526,0.0715642736553965264
385,1761,H24956,0.0714080454749748128
386,290,T49838,0.0711942136079171117
387,90,T47144,0.0711747885884919107
388,1198,R40717,0.0710461985405472785
389,1753,R98189_,0.0710451914830887432
390,643,U09770,0.0709521617529620396
391,249,U20982,0.0708843848113711594
392,1623,D90391,0.0707723684280074927
393,1125,M85038,0.0706209741233874144
394,467,R50505,0.0705871593718307988
395,703,U07695_,0.0705578362281813476
396,909,H11719,0.0704821137522038121
397,831,R81330,0.0702984969345863409
398,1640,K02268,0.0702909278255989811
399,19,T49423,0.0702151299675428664
400,28,R02593_,0.0701587347498577873
401,176,T49941,0.0701243605219348254
402,152,T74906,0.0700937459751915792
403,1393,H70635,0.0699861027223867005
404,1734,H62885,0.0699579498716536019
405,276,R54941,0.0698887090766058261
406,1627,M32315,0.0698627046151176767
407,1514,M81637,0.0695682857723121106
408,1947,X56411,0.0691509164033294876
409,1756,H16096,0.0689418512749098156
410,44,R36455,0.0684617998367287317
411,1923,H64807,0.0684160330071557077
412,1367,R60508,0.0683700664289312865
413,1671,D42047,0.0682668651066897780
414,56,T93094,0.0678088602937210183
415,1817,H40699,0.0676703852857016841
416,1305,D17400,0.0676492992969988105
417,1347,X52228,0.0674059319970548021
418,104,T72879,0.0672711205719207506
419,394,R80966,0.0670548734298026528
420,1099,Z23064,0.0668585179415763786
421,1186,M37583,0.0668390656238615488
422,596,T99478,0.0667299278936315243
423,1308,M65209,0.0667011260503134196
424,734,M24283,0.0662062672300278710
425,1364,M26683,0.0660166850432915009
426,219,X84707,0.0660158793973246727
427,1687,T97473,0.0658778901464327493
428,1025,Z47087,0.0657738275423698227
429,1838,X07290,0.0655702229032812944
430,296,H03461,0.0653358023059573689
431,1973,M64110,0.0651885760031141182
432,1962,R62945,0.0650709909524362917
433,142,R28373,0.0648410619630195306
434,1872,L07648,0.0640607300325579665
435,98,D45887,0.0638019195220749236
436,1018,L42542,0.0637171476631093192
437,511,H82631,0.0636765902340319379
438,326,U37408,0.0636467431572209641
439,46,T58861,0.0627881801729268663
440,1493,X86693,0.0626994792761461639
441,100,T89730,0.0626651563884073060
442,763,X05276,0.0626563979331296039
443,1986,M67454,0.0626252288292548087
444,1618,H15552,0.0625544215003832615
445,102,T62878,0.0623223217426662757
446,1799,U18062,0.0623116087575705802
447,1798,R41873,0.0622886254684578144
448,438,L09159_,0.0622281829675630505
449,1651,L19437_,0.0621137265743940681
450,1238,L37112,0.0620530411602930876
451,1523,T47719,0.0619254357907523811
452,1649,R71585,0.0618456702579506246
453,614,R94588,0.0617080008958981185
454,1982,D38551,0.0616484054733992259
455,1229,X69910,0.0614395865145800357
456,1889,M19156,0.0613313614063553114
457,1575,R12389,0.0612147905735906939
458,1911,R16156,0.0611823857024760276
459,1382,H02540,0.0611028745841901699
460,1280,X68194,0.0609852726520720978
461,1357,U02081,0.0608987519011652267
462,1202,M31776,0.0608460426454200398
463,1276,X75535,0.0608401522667694206
464,146,R34698,0.0607952421913935392
465,1847,H41528,0.0607937269977529837
466,1663,H79136,0.0607520970368931046
467,1790,T48904,0.0605987382946997499
468,658,M91670,0.0605967018007280700
469,463,R44770,0.0604550871429843095
470,69,T61661_,0.0604397798696125754
471,732,D00763,0.0602860673582148454
472,748,R09479,0.0602566744445713898
473,1583,M28219,0.0602532952073213668
474,1884,M85085,0.0602427099144779987
475,1862,X89985,0.0602095441555061672
476,1469,L33930,0.0600817149954182561
477,766,U07695__,0.0599521784451042539
478,638,H17434,0.0598470482284938488
479,938,U29607,0.0595587787064779661
480,1140,X61587_,0.0594374220124156416
481,1262,T40454,0.0593816642860047761
482,174,T94579,0.0593220356067065691
483,138,T65003,0.0593064838265739969
484,1044,M80613,0.0589884534182860687
485,93,M11354,0.0587918534232991785
486,1636,R52081,0.0587764210905041828
487,1253,X54232,0.0585923375691344006
488,1607,L12723,0.0585539864515607356
489,420,H49587,0.0581960110935855202
490,537,R37428,0.0579367497456144687
491,1740,H64526,0.0576571234579239533
492,629,T49703,0.0576511258712808505
493,1359,H09719,0.0576289482281355792
494,981,X82103,0.0575103168595041403
495,1896,U19969,0.0572986360145215645
496,675,M57298,0.0572341145671726448
497,1737,Z15108,0.0572140853132727667
498,830,T53868,0.0571501276379595691
499,315,U26401,0.0570663611736130783
500,793,R23889,0.0569069327883779952
501,436,H41129,0.0567268311451785134
502,162,H70425,0.0566394583273555074
503,978,H40137,0.0566041682210325359
504,604,J03075,0.0565201812918192381
505,1212,M93651,0.0564602916159306911
506,892,X72018,0.0564224710135938778
507,1153,M84349,0.0563933808753958044
508,587,T56011,0.0563720733825512355
509,264,R72300,0.0562754406246279704
510,1775,J04162,0.0561458658982787462
511,105,T53396,0.0560011339698660571
512,1983,U12140,0.0559874221914484771
513,1883,R44301,0.0559803485876864126
514,222,Y00264,0.0555540675953800633
515,1123,U10117_,0.0555287858457151895
516,1453,M29550,0.0555193866427674543
517,697,T51261,0.0555114437412114192
518,58,U12255,0.0553499995782191778
519,1270,X81817,0.0552633702577187691
520,11,H86060_,0.0551415834423838458
521,39,control2,0.0548073614762831784
522,40,control3,0.0548073614762831784
523,38,control1,0.0548073614762831784
524,41,control,0.0548073614762831784
525,691,T71207,0.0547619227804649888
526,1702,H29054,0.0547513374876216208
527,470,J04173,0.0547127559974274202
528,1968,L12350,0.0546265742580196445
529,592,R72374,0.0543731314642543762
530,227,J03040,0.0542773491104073802
531,51,control6,0.0542273095442387110
532,52,control7,0.0542273095442387110
533,50,control5,0.0542273095442387110
534,49,control4,0.0542273095442387110
535,280,T79152,0.0541683631143248245
536,137,M26697,0.0538547430426403739
537,1043,L24038,0.0537906941882688727
538,308,T70331,0.0535736621163978022
539,1510,Z25521,0.0534324950397471188
540,161,T90774,0.0532506652208202258
541,107,R91062,0.0531704363099461119
542,1739,M81651,0.0531394189402192296
543,94,R01124,0.0527553943626459798
544,72,H43908,0.0526204039050750527
545,955,X03484,0.0525448630943650130
546,455,J03544,0.0524750211097675390
547,368,T70058,0.0524411924355412395
548,459,X03068,0.0524278097608679161
549,336,R39681,0.0523063810104069660
550,1037,X61587,0.0522043772793709948
551,1749,T54303,0.0520284571937086326
552,1586,H62531,0.0519929847292692759
553,465,X66503,0.0519521877126651876
554,946,R71401,0.0518360562160784522
555,1219,T83361,0.0517359836658164429
556,1527,U13991,0.0513355792830889612
557,1964,U05040,0.0512188932293708987
558,1993,T90549,0.0511793270607723283
559,1162,U14394,0.0511043124696288764
560,886,R26146,0.0508909298465041182
561,1442,T50500,0.0508273492894395496
562,1784,T50797,0.0507962739974536781
563,802,R00285,0.0505732160706611200
564,278,K03460,0.0504263995644864682
565,1232,R56207,0.0503881155840770756
566,973,U00968,0.0503837450863482417
567,1992,L11706,0.0502430637668245250
568,1692,U19252,0.0501649773559704748
569,1997,H40891,0.0498848554033977098
570,810,R46502,0.0498166216658089134
571,1597,H64576,0.0497246885093598490
572,1669,H23975_,0.0496399100683193595
573,1718,L20469,0.0496252359905522411
574,1850,X83299,0.0496122113807535570
575,1766,H73943,0.0494614436896634313
576,1379,M92287,0.0494180283236675955
577,1929,D28137,0.0493762018705505845
578,1273,R71251,0.0493698014609242897
579,312,R41827,0.0493680111365533136
580,649,L11369,0.0491716589740072152
581,395,H85835,0.0490526454986073279
582,641,X16316,0.0489061390428027210
583,1304,D78152,0.0488185605871027661
584,857,H15069,0.0488108174341983503
585,24,H80240_,0.0486581475234642014
586,1033,R44072,0.0486331724984889746
587,68,H68220,0.0485629470250377171
588,1338,U24166,0.0480993665710696128
589,491,T97199,0.0480587021659542035
590,1917,X77548,0.0477683115529827784
591,10,T72863,0.0475765928247364744
592,743,X53004,0.0475062975812912125
593,1645,L36818,0.0474577126536743776
594,612,R10620,0.0473272651441944969
595,785,H70250,0.0472882808310164382
596,1848,V00520,0.0472835746474680185
597,67,T69026,0.0472436569960701380
598,979,U06698,0.0471642236637512813
599,1981,T89666,0.0468291903221160766
600,1057,M80815,0.0466742880035317942
601,1708,H90764,0.0466311356885771300
602,1464,L32977,0.0466310751334884088
603,1437,D26069,0.0465279475304856138
604,183,M77693,0.0461469806384831038
605,14,U14971,0.0461189752262269881
606,1861,X60708,0.0460262364238108734
607,1298,R71251_,0.0459953980865210887
608,115,V00523,0.0459009584759522138
609,1112,M81635,0.0457048666171468998
610,1876,U33849,0.0456371989379991128
611,1414,X12548,0.0455494970857162063
612,750,M62831,0.0455347923839797275
613,625,H65223,0.0454493359892256255
614,1526,R44628,0.0453627422119295964
615,506,R53936,0.0452525477468963544
616,1548,H11084,0.0451905474661860040
617,80,H43908_,0.0451389069074492610
618,1824,T90668,0.0450875245980022488
619,693,M88279,0.0450689052245443200
620,864,H61535,0.0450297418789293857
621,1138,R56401,0.0450189933506284223
622,1965,U33429,0.0449077312730477018
623,1188,H24250,0.0447651766950092345
624,101,T57633,0.0445811313496733419
625,1532,H63361,0.0444908990013770378
626,549,M94630,0.0442195753429563965
627,665,H29293,0.0441329486552859418
628,783,T61599,0.0438350808052359042
629,1397,R56399,0.0437339050992218148
630,164,M14200,0.0434022475094995031
631,626,Z48541,0.0432797396451811700
632,250,U37012,0.0432408879434906801
633,1959,D59253,0.0431650742884552852
634,218,X75861,0.0429710860607859235
635,1190,R70253,0.0429692128022711728
636,71,H55758,0.0427131516591130467
637,605,R83354,0.0426879528435917255
638,1655,X16504,0.0426838591394331779
639,930,M12272,0.0425920743914516287
640,868,L35545,0.0425337611571421359
641,1461,R51644,0.0424940159561064679
642,1868,D26535,0.0424627747958332691
643,901,R00544,0.0424484074427560198
644,1038,L24203,0.0422897399453789902
645,1234,U29175,0.0421852090440091310
646,159,H43908__,0.0421539885999504538
647,1837,H06245,0.0421132073803265339
648,1706,U22897,0.0419780378903182871
649,228,T74556,0.0419750120306614516
650,677,X51345,0.0419247375642477493
651,111,Z23115,0.0418954243283529149
652,1703,U09412,0.0416289759781631741
653,1834,X80230,0.0416149087677013529
654,193,Z22572,0.0414867827906790776
655,1271,M92843,0.0414620152983746770
656,1208,R96357,0.0413293204365725586
657,1544,T61333,0.0413140065811259394
658,1648,M31994,0.0413038464903205949
659,794,L03840,0.0412148739511579709
660,118,T72175,0.0408812917627372485
661,1160,X01410,0.0408312521965688013
662,1264,H11374,0.0406326604657187840
663,1174,H29895,0.0405664872639970309
664,1451,H23098,0.0404265296262862339
665,1056,U31248,0.0403222870197965655
666,320,T48386,0.0401200010820914610
667,723,M34175,0.0400770556762435337
668,1468,R38736,0.0399087875644266177
669,1995,M33210,0.0398939950093113449
670,85,T72938,0.0397988168899399142
671,1052,T72599,0.0396961641663193809
672,447,X02875,0.0394374175366052349
673,544,R01221,0.0393525337823663612
674,1582,X13482,0.0392924618176453411
675,404,R38636,0.0392902686702909509
676,1925,M25809,0.0392525665453025141
677,453,H02630,0.0392504787111460640
678,7,H80240,0.0391779771561968637
679,1904,R23907,0.0390200639646023362
680,1609,U15782,0.0389043260760941756
681,451,L42611,0.0388823946025493861
682,1745,X74795,0.0386599467994568347
683,1314,M97676,0.0385133192334745633
684,924,D14658,0.0384908059045094841
685,206,R21547,0.0384781775356191069
686,229,H20505,0.0381288918329178994
687,1835,U14631,0.0378845606400699531
688,1491,T47778,0.0377134470626343532
689,879,D21239,0.0374576544681322066
690,500,K02566,0.0372846196176777056
691,1206,R39144,0.0372308427493850402
692,806,M94132,0.0371461121631921909
693,560,R46753,0.0370881249358891996
694,1750,R40717_,0.0369708205135563794
695,1939,M81840,0.0368395002209456202
696,1034,R34098,0.0366957819320659073
697,1343,L26405_,0.0366709859395280002
698,717,X62899,0.0365355926589736590
699,514,T56604,0.0364855530928052119
700,371,R42374,0.0364085691448532422
701,499,H17646,0.0362085899126161070
702,1189,T79616,0.0361453467042116561
703,134,X86779,0.0361071680370006476
704,1611,X17097,0.0360945462501851555
705,904,T99303,0.0360091925357994835
706,1019,X56253,0.0358141831165315061
707,1599,M90516,0.0357547426845747918
708,167,H06970,0.0357357204881336710
709,1893,X07767,0.0355337271409787991
710,546,M37984_,0.0352967553314267324
711,515,M59807,0.0348860259595968891
712,1555,H17802,0.0346459052854153349
713,234,T63591,0.0346094208442819795
714,1178,U20285,0.0345812614114733297
715,502,H17108,0.0345144507184766969
716,944,X51417,0.0344620389725165399
717,1127,D11466,0.0344486562978438826
718,70,X57346,0.0343051104593263823
719,1117,H11661,0.0342830512935290432
720,1227,U28049,0.0341574617017450510
721,1536,Y00971,0.0341294414624997433
722,18,H09263,0.0338544028810097153
723,190,R93738,0.0338360072980976589
724,168,R37276_,0.0337386584104264475
725,238,H48027,0.0337311805497828576
726,160,T57882,0.0337088876856841413
727,1558,M28373,0.0336724032445505639
728,1331,L25616,0.0335390372430632855
729,1621,T86444,0.0334067770301575973
730,441,T64878,0.0333915816520595765
731,737,L01664,0.0331895659258503173
732,593,T89422,0.0330737319390481677
733,1588,R71651,0.0329967479910968642
734,1487,M59819,0.0329907504044537614
735,1325,M94203,0.0329230302506484662
736,790,J04621,0.0328871015011198420
737,64,T63499,0.0327783731759478947
738,352,T57882_,0.0327663332445529143
739,632,H87344,0.0327057995645996247
740,340,D13315,0.0326451282846380586
741,1894,R99907,0.0325627286054643861
742,1886,M58050,0.0322708925688466319
743,230,X17042_,0.0322363541354764305
744,1969,R06749,0.0322316081130538112
745,1424,M68520,0.0322165246302281716
746,17,T63508,0.0321454935108098638
747,994,X66362,0.0321187281614638831
748,110,R78934,0.0320589068939682864
749,480,H56686,0.0319071118208154036
750,1757,H20819,0.0317515773910872490
