Feature,value_embed
VFER_SNR_SEO,0.0005683061899617314
tqwt_energy_dec_15,0.0005670507089234889
tqwt_stdValue_dec_31,0.0005603345343843102
GNE_NSR_SEO,0.0005593235255219042
PPE,0.0005562776350416243
mean_7th_delta_delta,0.0005536942044273019
det_entropy_log_6_coef,0.0005486441659741104
std_MFCC_0th_coef,0.0005461599794216454
det_TKEO_mean_1_coef,0.0005429187440313399
mean_0th_delta,0.0005357999471016228
std_MFCC_8th_coef,0.0005334339221008122
det_LT_TKEO_mean_4_coef,0.0005296075250953436
det_entropy_log_1_coef,0.0005259161116555333
det_LT_TKEO_std_4_coef,0.0005191678646951914
tqwt_maxValue_dec_17,0.0005124504677951336
tqwt_medianValue_dec_3,0.0005103167495690286
tqwt_medianValue_dec_5,0.0005086230812594295
tqwt_meanValue_dec_26,0.0005021977704018354
tqwt_entropy_shannon_dec_13,0.0005000805249437690
det_entropy_shannon_6_coef,0.0004996104980818927
VFER_mean,0.0004948427667841315
tqwt_entropy_shannon_dec_23,0.0004891648422926664
VFER_std,0.0004854314902331680
tqwt_TKEO_mean_dec_20,0.0004842971975449473
tqwt_entropy_shannon_dec_7,0.0004833899729419500
mean_4th_delta,0.0004788534133695066
tqwt_entropy_log_dec_30,0.0004733533423859626
f4,0.0004695844254456460
tqwt_TKEO_mean_dec_24,0.0004691542999353260
mean_delta_delta_0th,0.0004682809230871499
tqwt_minValue_dec_5,0.0004671975038945675
tqwt_TKEO_mean_dec_2,0.0004661515413317829
tqwt_entropy_log_dec_28,0.0004626937443390489
app_entropy_log_3_coef,0.0004623731947503984
mean_11th_delta_delta,0.0004604523710440844
tqwt_kurtosisValue_dec_1,0.0004541156522464007
VFER_NSR_TKEO,0.0004520652873907238
tqwt_energy_dec_16,0.0004493878805078566
tqwt_meanValue_dec_6,0.0004459171614143997
det_LT_entropy_shannon_9_coef,0.0004317977873142809
mean_9th_delta_delta,0.0004285977047402412
tqwt_TKEO_std_dec_33,0.0004267493786755949
tqwt_kurtosisValue_dec_23,0.0004174534406047314
tqwt_entropy_shannon_dec_9,0.0004171951732132584
tqwt_minValue_dec_20,0.0004026767855975777
IMF_NSR_SEO,0.0004022742214147002
std_11th_delta,0.0003979343746323138
tqwt_medianValue_dec_32,0.0003941620525438339
GQ_std_cycle_open,0.0003925729251932353
tqwt_medianValue_dec_23,0.0003914217231795192
locPctJitter,0.0003886591293849051
tqwt_maxValue_dec_1,0.0003828888875432312
tqwt_minValue_dec_30,0.0003791371418628842
tqwt_TKEO_std_dec_24,0.0003777377714868635
tqwt_kurtosisValue_dec_3,0.0003749999159481376
tqwt_entropy_log_dec_34,0.0003727357252500951
tqwt_TKEO_mean_dec_3,0.0003572942223399878
tqwt_entropy_shannon_dec_5,0.0003558433381840587
tqwt_kurtosisValue_dec_34,0.0003509297966957092
GNE_SNR_TKEO,0.0003499618032947183
IMF_SNR_entropy,0.0003460683219600469
tqwt_entropy_shannon_dec_24,0.0003432781377341598
Ea,0.0003426245821174234
tqwt_entropy_log_dec_11,0.0003374003572389483
tqwt_medianValue_dec_12,0.0003360299451742321
tqwt_entropy_shannon_dec_22,0.0003228083951398730
tqwt_TKEO_mean_dec_32,0.0003206696419510990
tqwt_maxValue_dec_24,0.0003173449658788741
tqwt_skewnessValue_dec_36,0.0003173187142238021
mean_MFCC_9th_coef,0.0003115825529675931
tqwt_skewnessValue_dec_16,0.0003100478497799486
tqwt_meanValue_dec_8,0.0003073785919696093
tqwt_skewnessValue_dec_21,0.0003033106622751802
det_LT_TKEO_mean_1_coef,0.0002940034901257604
tqwt_kurtosisValue_dec_29,0.0002922197454608977
tqwt_kurtosisValue_dec_11,0.0002912185445893556
tqwt_maxValue_dec_2,0.0002891912590712309
app_TKEO_std_4_coef,0.0002868538140319288
tqwt_TKEO_mean_dec_9,0.0002834051265381277
tqwt_energy_dec_34,0.0002823646354954690
tqwt_kurtosisValue_dec_15,0.0002805358381010592
tqwt_TKEO_mean_dec_31,0.0002773354353848845
tqwt_meanValue_dec_24,0.0002749875420704484
det_LT_entropy_log_5_coef,0.0002742670185398310
std_MFCC_3rd_coef,0.0002740557247307152
std_5th_delta_delta,0.0002704339858610183
tqwt_medianValue_dec_9,0.0002699426258914173
tqwt_skewnessValue_dec_9,0.0002683117636479437
tqwt_entropy_log_dec_24,0.0002675628347788006
tqwt_entropy_log_dec_36,0.0002632761024869978
tqwt_entropy_shannon_dec_6,0.0002632743271533400
mean_2nd_delta_delta,0.0002615057455841452
tqwt_kurtosisValue_dec_13,0.0002524431038182229
tqwt_skewnessValue_dec_17,0.0002522893191780895
det_TKEO_std_5_coef,0.0002517020038794726
tqwt_kurtosisValue_dec_16,0.0002505540323909372
tqwt_entropy_shannon_dec_2,0.0002465208817739040
tqwt_minValue_dec_36,0.0002456406655255705
tqwt_entropy_log_dec_20,0.0002400470984866843
det_LT_entropy_shannon_7_coef,0.0002379411162110046
Ed_9_coef,0.0002332353033125401
det_LT_entropy_shannon_8_coef,0.0002298656327184290
tqwt_skewnessValue_dec_13,0.0002249919925816357
mean_MFCC_0th_coef,0.0002162375894840807
tqwt_kurtosisValue_dec_7,0.0002155973052140325
meanHarmToNoiseHarmonicity,0.0002155162655981258
tqwt_TKEO_mean_dec_23,0.0002145000762538984
det_TKEO_std_6_coef,0.0002088835171889514
det_entropy_shannon_2_coef,0.0002044920111075044
tqwt_meanValue_dec_30,0.0002029172028414905
tqwt_minValue_dec_25,0.0001952942693606019
mean_7th_delta,0.0001948084827745333
tqwt_kurtosisValue_dec_6,0.0001877088943729177
Ed2_1_coef,0.0001869717525551096
tqwt_TKEO_mean_dec_30,0.0001862648787209764
Ed_3_coef,0.0001808516535675153
tqwt_maxValue_dec_12,0.0001806647924240679
mean_5th_delta_delta,0.0001756094134179875
tqwt_entropy_log_dec_31,0.0001746142515912652
tqwt_skewnessValue_dec_30,0.0001691016514087096
Ed2_3_coef,0.0001673552033025771
tqwt_entropy_shannon_dec_10,0.0001661744317971170
tqwt_medianValue_dec_29,0.0001626680168556049
mean_6th_delta,0.0001623601856408641
tqwt_skewnessValue_dec_19,0.0001586936559760943
det_entropy_shannon_10_coef,0.0001512208691565320
tqwt_stdValue_dec_25,0.0001494290481787175
tqwt_kurtosisValue_dec_31,0.0001485316170146689
tqwt_entropy_log_dec_26,0.0001477586774853989
tqwt_meanValue_dec_12,0.0001391401747241616
tqwt_energy_dec_28,0.0001386674412060529
std_2nd_delta,0.0001379394234390929
tqwt_medianValue_dec_2,0.0001369908131891862
tqwt_meanValue_dec_14,0.0001357440050924197
tqwt_maxValue_dec_4,0.0001292987144552171
tqwt_minValue_dec_31,0.0001292302331421524
std_MFCC_11th_coef,0.0001244685554411262
tqwt_skewnessValue_dec_1,0.0001231621863553300
tqwt_entropy_shannon_dec_35,0.0001230766938533634
app_TKEO_std_2_coef,0.0001219356854562648
tqwt_entropy_shannon_dec_1,0.0001210222471854649
mean_Log_energy,0.0001206729939440265
tqwt_maxValue_dec_28,0.0001183365893666632
mean_4th_delta_delta,0.0001169598908745684
tqwt_minValue_dec_14,0.0001141801330959424
tqwt_TKEO_mean_dec_22,0.0001092498059733771
tqwt_minValue_dec_2,0.0001075840118573979
tqwt_entropy_shannon_dec_28,0.0001042887524818070
tqwt_energy_dec_22,0.0001028507977025583
tqwt_entropy_shannon_dec_4,0.0001012698849081062
ddpJitter,0.0001000590782496147
det_entropy_log_7_coef,0.0000997615861706436
tqwt_energy_dec_10,0.0000944811690715142
tqwt_TKEO_mean_dec_15,0.0000916418357519433
tqwt_TKEO_std_dec_27,0.0000896547135198489
tqwt_minValue_dec_22,0.0000874054312589578
det_entropy_log_8_coef,0.0000870346048031934
tqwt_entropy_shannon_dec_29,0.0000846691182232462
det_LT_entropy_shannon_5_coef,0.0000821550638647750
tqwt_skewnessValue_dec_15,0.0000796779422671534
tqwt_maxValue_dec_23,0.0000717670700396411
tqwt_TKEO_std_dec_13,0.0000655653275316581
tqwt_medianValue_dec_24,0.0000644175524939783
tqwt_medianValue_dec_17,0.0000549528522242326
tqwt_TKEO_std_dec_4,0.0000527660922671203
tqwt_maxValue_dec_15,0.0000515990141138900
tqwt_entropy_log_dec_15,0.0000484628180856816
tqwt_entropy_log_dec_9,0.0000479959344374947
locDbShimmer,0.0000461538547824603
tqwt_skewnessValue_dec_22,0.0000449717699666508
tqwt_TKEO_mean_dec_18,0.0000435000583820511
tqwt_kurtosisValue_dec_8,0.0000411980618082453
tqwt_entropy_log_dec_2,0.0000396688301407266
tqwt_meanValue_dec_20,0.0000364127918146551
tqwt_entropy_shannon_dec_12,0.0000340946062351577
tqwt_entropy_shannon_dec_20,0.0000334379510604776
tqwt_TKEO_std_dec_23,0.0000329010217683390
std_0th_delta,0.0000324381180689670
det_LT_entropy_log_4_coef,0.0000320675790135283
tqwt_skewnessValue_dec_18,0.0000311665207846090
det_entropy_log_2_coef,0.0000272541310550878
det_LT_TKEO_mean_6_coef,0.0000225136282097083
tqwt_TKEO_mean_dec_16,0.0000171849533217028
app_LT_entropy_shannon_1_coef,0.0000167622438311810
tqwt_skewnessValue_dec_32,0.0000152276988956146
tqwt_meanValue_dec_35,0.0000060161364672240
tqwt_entropy_shannon_dec_8,0.0000053789913181390
tqwt_stdValue_dec_18,0.0000053227809075906
mean_3rd_delta_delta,0.0000050456983444747
IMF_NSR_entropy,0.0000036193137020746
Ed_10_coef,0.0000025064064175240
tqwt_TKEO_mean_dec_1,0.0000000000000000000
tqwt_maxValue_dec_13,0.0000000000000000000
app_LT_entropy_shannon_7_coef,0.0000000000000000000
det_entropy_shannon_4_coef,0.0000000000000000000
tqwt_maxValue_dec_9,0.0000000000000000000
tqwt_maxValue_dec_14,0.0000000000000000000
det_entropy_shannon_3_coef,0.0000000000000000000
Ed_8_coef,0.0000000000000000000
tqwt_energy_dec_32,0.0000000000000000000
tqwt_maxValue_dec_16,0.0000000000000000000
app_LT_entropy_shannon_6_coef,0.0000000000000000000
tqwt_maxValue_dec_8,0.0000000000000000000
app_LT_entropy_shannon_4_coef,0.0000000000000000000
tqwt_maxValue_dec_19,0.0000000000000000000
det_entropy_shannon_1_coef,0.0000000000000000000
tqwt_maxValue_dec_21,0.0000000000000000000
app_LT_TKEO_std_9_coef,0.0000000000000000000
app_LT_entropy_shannon_5_coef,0.0000000000000000000
tqwt_maxValue_dec_25,0.0000000000000000000
app_LT_entropy_shannon_3_coef,0.0000000000000000000
tqwt_TKEO_mean_dec_5,0.0000000000000000000
tqwt_maxValue_dec_7,0.0000000000000000000
tqwt_TKEO_mean_dec_4,0.0000000000000000000
tqwt_energy_dec_5,0.0000000000000000000
tqwt_minValue_dec_23,0.0000000000000000000
tqwt_minValue_dec_24,0.0000000000000000000
tqwt_TKEO_mean_dec_14,0.0000000000000000000
tqwt_minValue_dec_26,0.0000000000000000000
ddaShimmer,0.0000000000000000000
tqwt_energy_dec_29,0.0000000000000000000
tqwt_energy_dec_2,0.0000000000000000000
tqwt_minValue_dec_27,0.0000000000000000000
tqwt_minValue_dec_28,0.0000000000000000000
det_LT_TKEO_std_7_coef,0.0000000000000000000
det_LT_TKEO_std_8_coef,0.0000000000000000000
det_LT_TKEO_std_10_coef,0.0000000000000000000
app_LT_TKEO_std_10_coef,0.0000000000000000000
tqwt_minValue_dec_32,0.0000000000000000000
tqwt_minValue_dec_33,0.0000000000000000000
tqwt_TKEO_mean_dec_10,0.0000000000000000000
det_entropy_shannon_8_coef,0.0000000000000000000
