,index,Feature,value_variancethres
580,120,std_9th_delta,0.9999999999999999
581,225,app_TKEO_std_7_coef,0.9999999999999999
582,322,tqwt_energy_dec_3,0.9999999999999999
583,725,tqwt_kurtosisValue_dec_10,0.9999999999999999
584,695,tqwt_skewnessValue_dec_16,0.9999999999999999
585,395,tqwt_entropy_log_dec_4,0.9999999999999999
586,235,Ed2_6_coef,0.9999999999999999
587,378,tqwt_entropy_shannon_dec_23,0.9999999999999999
588,66,mean_MFCC_11th_coef,0.9999999999999999
589,494,tqwt_TKEO_std_dec_31,0.9999999999999999
590,377,tqwt_entropy_shannon_dec_22,0.9999999999999999
591,71,mean_2nd_delta,0.9999999999999999
592,72,mean_3rd_delta,0.9999999999999999
593,361,tqwt_entropy_shannon_dec_6,0.9999999999999999
594,483,tqwt_TKEO_std_dec_20,0.9999999999999999
595,356,tqwt_entropy_shannon_dec_1,0.9999999999999999
596,77,mean_8th_delta,0.9999999999999999
597,251,det_LT_entropy_log_2_coef,0.9999999999999999
598,349,tqwt_energy_dec_30,0.9999999999999999
599,734,tqwt_kurtosisValue_dec_19,0.9999999999999999
600,348,tqwt_energy_dec_29,0.9999999999999999
601,83,mean_delta_delta_0th,0.9999999999999999
602,56,mean_MFCC_1st_coef,0.9999999999999999
603,498,tqwt_TKEO_std_dec_35,0.9999999999999999
604,60,mean_MFCC_5th_coef,0.9999999999999999
605,388,tqwt_entropy_shannon_dec_33,0.9999999999999999
606,63,mean_MFCC_8th_coef,0.9999999999999999
607,692,tqwt_skewnessValue_dec_13,0.9999999999999999
608,418,tqwt_entropy_log_dec_27,0.9999999999999999
609,729,tqwt_kurtosisValue_dec_14,0.9999999999999999
610,6,stdDevPeriodPulses,0.9999999999999999
611,649,tqwt_maxValue_dec_6,0.9999999999999999
612,253,det_LT_entropy_log_4_coef,0.9999999999999999
613,346,tqwt_energy_dec_27,0.9999999999999999
614,542,tqwt_meanValue_dec_7,0.9999999999999999
615,126,std_1st_delta_delta,0.9999999999999999
616,204,app_entropy_log_6_coef,0.9999999999999999
617,612,tqwt_minValue_dec_5,0.9999999999999999
618,151,det_entropy_shannon_3_coef,0.9999999999999999
619,304,app_LT_TKEO_mean_5_coef,0.9999999999999999
620,153,det_entropy_shannon_5_coef,0.9999999999999999
621,470,tqwt_TKEO_std_dec_7,0.9999999999999999
622,298,app_LT_entropy_log_9_coef,0.9999999999999999
623,9,rapJitter,0.9999999999999999
624,528,tqwt_medianValue_dec_29,0.9999999999999999
625,28,b1,0.9999999999999999
626,568,tqwt_meanValue_dec_33,0.9999999999999999
627,12,locShimmer,0.9999999999999999
628,565,tqwt_meanValue_dec_30,0.9999999999999999
629,564,tqwt_meanValue_dec_29,0.9999999999999999
630,560,tqwt_meanValue_dec_25,0.9999999999999999
631,584,tqwt_stdValue_dec_13,0.9999999999999999
632,535,tqwt_medianValue_dec_36,0.9999999999999999
633,558,tqwt_meanValue_dec_23,0.9999999999999999
634,176,det_TKEO_mean_8_coef,0.9999999999999999
635,282,app_LT_entropy_shannon_3_coef,0.9999999999999999
636,553,tqwt_meanValue_dec_18,0.9999999999999999
637,201,app_entropy_log_3_coef,0.9999999999999999
638,453,tqwt_TKEO_mean_dec_26,0.9999999999999999
639,279,det_LT_TKEO_std_10_coef,0.9999999999999999
640,549,tqwt_meanValue_dec_14,0.9999999999999999
641,548,tqwt_meanValue_dec_13,0.9999999999999999
642,271,det_LT_TKEO_std_2_coef,0.9999999999999999
643,717,tqwt_kurtosisValue_dec_2,0.9999999999999999
644,273,det_LT_TKEO_std_4_coef,0.9999999999999999
645,149,det_entropy_shannon_1_coef,0.9999999999999999
646,150,det_entropy_shannon_2_coef,0.9999999999999999
647,708,tqwt_skewnessValue_dec_29,0.9999999999999999
648,596,tqwt_stdValue_dec_25,0.9999999999999999
649,514,tqwt_medianValue_dec_15,0.9999999999999999
650,610,tqwt_minValue_dec_3,0.9999999999999999
651,222,app_TKEO_std_4_coef,0.9999999999999999
652,607,tqwt_stdValue_dec_36,0.9999999999999999
653,24,f1,0.9999999999999999
654,132,std_7th_delta_delta,0.9999999999999999
655,474,tqwt_TKEO_std_dec_11,0.9999999999999999
656,602,tqwt_stdValue_dec_31,0.9999999999999999
657,135,std_10th_delta_delta,0.9999999999999999
658,136,std_11th_delta_delta,0.9999999999999999
659,599,tqwt_stdValue_dec_28,0.9999999999999999
660,425,tqwt_entropy_log_dec_34,0.9999999999999999
661,248,det_LT_entropy_shannon_9_coef,0.9999999999999999
662,597,tqwt_stdValue_dec_26,0.9999999999999999
663,471,tqwt_TKEO_std_dec_8,0.9999999999999999
664,215,app_det_TKEO_mean_7_coef,0.9999999999999999
665,432,tqwt_TKEO_mean_dec_5,0.9999999999999999
666,588,tqwt_stdValue_dec_17,0.9999999999999999
667,523,tqwt_medianValue_dec_24,0.9999999999999999
668,247,det_LT_entropy_shannon_8_coef,0.9999999999999999
669,427,tqwt_entropy_log_dec_36,0.9999999999999999
670,261,det_LT_TKEO_mean_2_coef,0.9999999999999999
671,139,Ed_1_coef,0.9999999999999999
672,684,tqwt_skewnessValue_dec_5,0.9999999999999997
673,52,IMF_NSR_TKEO,0.9999999999999997
674,34,GQ_std_cycle_closed,0.9999999999999997
675,5,meanPeriodPulses,0.9999999999999997
676,705,tqwt_skewnessValue_dec_26,0.9999999999999997
677,744,tqwt_kurtosisValue_dec_29,0.9999999999999997
678,710,tqwt_skewnessValue_dec_31,0.9999999999999997
679,743,tqwt_kurtosisValue_dec_28,0.9999999999999997
680,696,tqwt_skewnessValue_dec_17,0.9999999999999997
681,747,tqwt_kurtosisValue_dec_32,0.9999999999999997
682,22,maxIntensity,0.9999999999999997
683,741,tqwt_kurtosisValue_dec_26,0.9999999999999997
684,562,tqwt_meanValue_dec_27,0.9999999999999997
685,681,tqwt_skewnessValue_dec_2,0.9999999999999997
686,254,det_LT_entropy_log_5_coef,0.9999999999999997
687,680,tqwt_skewnessValue_dec_1,0.9999999999999997
688,529,tqwt_medianValue_dec_30,0.9999999999999997
689,211,app_det_TKEO_mean_3_coef,0.9999999999999997
690,219,app_TKEO_std_1_coef,0.9999999999999997
691,512,tqwt_medianValue_dec_13,0.9999999999999997
692,227,app_TKEO_std_9_coef,0.9999999999999997
693,506,tqwt_medianValue_dec_7,0.9999999999999997
694,237,Ed2_8_coef,0.9999999999999997
695,238,Ed2_9_coef,0.9999999999999997
696,496,tqwt_TKEO_std_dec_33,0.9999999999999997
697,493,tqwt_TKEO_std_dec_30,0.9999999999999997
698,240,det_LT_entropy_shannon_1_coef,0.9999999999999997
699,252,det_LT_entropy_log_3_coef,0.9999999999999997
700,259,det_LT_entropy_log_10_coef,0.9999999999999997
701,190,app_entropy_shannon_2_coef,0.9999999999999997
702,462,tqwt_TKEO_mean_dec_35,0.9999999999999997
703,450,tqwt_TKEO_mean_dec_23,0.9999999999999997
704,289,app_LT_entropy_shannon_10_coef,0.9999999999999997
705,440,tqwt_TKEO_mean_dec_13,0.9999999999999997
706,413,tqwt_entropy_log_dec_22,0.9999999999999997
707,325,tqwt_energy_dec_6,0.9999999999999997
708,409,tqwt_entropy_log_dec_18,0.9999999999999997
709,330,tqwt_energy_dec_11,0.9999999999999997
710,393,tqwt_entropy_log_dec_2,0.9999999999999997
711,392,tqwt_entropy_log_dec_1,0.9999999999999997
712,383,tqwt_entropy_shannon_dec_28,0.9999999999999997
713,380,tqwt_entropy_shannon_dec_25,0.9999999999999997
714,364,tqwt_entropy_shannon_dec_9,0.9999999999999997
715,196,app_entropy_shannon_8_coef,0.9999999999999997
716,533,tqwt_medianValue_dec_34,0.9999999999999997
717,180,det_TKEO_std_2_coef,0.9999999999999997
718,647,tqwt_maxValue_dec_4,0.9999999999999997
719,624,tqwt_minValue_dec_17,0.9999999999999997
720,627,tqwt_minValue_dec_20,0.9999999999999997
721,112,std_1st_delta,0.9999999999999997
722,96,std_Log_energy,0.9999999999999997
723,643,tqwt_minValue_dec_36,0.9999999999999997
724,644,tqwt_maxValue_dec_1,0.9999999999999997
725,650,tqwt_maxValue_dec_7,0.9999999999999997
726,178,det_TKEO_mean_10_coef,0.9999999999999997
727,655,tqwt_maxValue_dec_12,0.9999999999999997
728,658,tqwt_maxValue_dec_15,0.9999999999999997
729,669,tqwt_maxValue_dec_26,0.9999999999999997
730,674,tqwt_maxValue_dec_31,0.9999999999999997
731,675,tqwt_maxValue_dec_32,0.9999999999999997
732,678,tqwt_maxValue_dec_35,0.9999999999999997
733,620,tqwt_minValue_dec_13,0.9999999999999997
734,122,std_11th_delta,0.9999999999999997
735,152,det_entropy_shannon_4_coef,0.9999999999999997
736,369,tqwt_entropy_shannon_dec_14,0.9999999999999997
737,133,std_8th_delta_delta,0.9999999999999997
738,144,Ed_6_coef,0.9999999999999997
739,590,tqwt_stdValue_dec_19,0.9999999999999997
740,585,tqwt_stdValue_dec_14,0.9999999999999997
741,572,tqwt_stdValue_dec_1,0.9999999999999997
742,608,tqwt_minValue_dec_1,0.9999999999999997
743,156,det_entropy_shannon_8_coef,0.9999999999999997
744,161,det_entropy_log_3_coef,0.9999999999999997
745,722,tqwt_kurtosisValue_dec_7,0.9999999999999996
746,170,det_TKEO_mean_2_coef,0.9999999999999996
747,611,tqwt_minValue_dec_4,0.9999999999999996
748,522,tqwt_medianValue_dec_23,0.9999999999999996
749,229,Ea2,0.9999999999999996
750,466,tqwt_TKEO_std_dec_3,0.9999999999999996
751,495,tqwt_TKEO_std_dec_32,0.9999999999999996
752,752,gender,0.24974804736709497
